id,name,sku,price,category,brand,powerRating,modelNumber,energyRating,efficiency,descriptionShort,descriptionFull,additionalInfo,imageUrl
sample_11,Google Nest Hub,ETL-SAMPLE_11,2,Smart Home,Google,2W,sample_11,A+,High,Professional Smart Home - Google Google Nest Hub. Energy-efficient design with 2W power rating.,"The Google Nest Hub is a professional-grade Smart Home designed for maximum efficiency and performance. This Google product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: High.",Power Rating: 2W,Energy Rating: A,Efficiency: High,Brand: Google,Category: Smart Home,Model: sample_11,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Google%20Nest%20Hub
sample_12,Samsung SmartThings Hub,ETL-SAMPLE_12,2,Smart Home,Samsung,2W,sample_12,A+,High,Professional Smart Home - Samsung Samsung SmartThings Hub. Energy-efficient design with 2W power rating.,"The Samsung SmartThings Hub is a professional-grade Smart Home designed for maximum efficiency and performance. This Samsung product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: High.",Power Rating: 2W,Energy Rating: A,Efficiency: High,Brand: Samsung,Category: Smart Home,Model: sample_12,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Samsung%20SmartThings%20Hub
sample_13,Philips Hue Bridge,ETL-SAMPLE_13,1,Smart Home,Philips,1W,sample_13,A+,High,Professional Smart Home - Philips Philips Hue Bridge. Energy-efficient design with 1W power rating.,"The Philips Hue Bridge is a professional-grade Smart Home designed for maximum efficiency and performance. This Philips product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: High.",Power Rating: 1W,Energy Rating: A,Efficiency: High,Brand: Philips,Category: Smart Home,Model: sample_13,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Philips%20Hue%20Bridge
sample_14,Wemo Smart Plug,ETL-SAMPLE_14,1,Smart Home,Belkin,1W,sample_14,A+,High,Professional Smart Home - Belkin Wemo Smart Plug. Energy-efficient design with 1W power rating.,"The Wemo Smart Plug is a professional-grade Smart Home designed for maximum efficiency and performance. This Belkin product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: High.",Power Rating: 1W,Energy Rating: A,Efficiency: High,Brand: Belkin,Category: Smart Home,Model: sample_14,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Wemo%20Smart%20Plug
sample_15,TP-Link Kasa Smart Plug,ETL-SAMPLE_15,1,Smart Home,TP-Link,1W,sample_15,A+,High,Professional Smart Home - TP-Link TP-Link Kasa Smart Plug. Energy-efficient design with 1W power rating.,"The TP-Link Kasa Smart Plug is a professional-grade Smart Home designed for maximum efficiency and performance. This TP-Link product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: High.",Power Rating: 1W,Energy Rating: A,Efficiency: High,Brand: TP-Link,Category: Smart Home,Model: sample_15,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=TP-Link%20Kasa%20Smart%20Plug
sample_16,"Samsung 55"" QLED TV",ETL-SAMPLE_16,120,Appliances,Samsung,120W,sample_16,A,Medium,"Professional Appliances - Samsung Samsung 55"" QLED TV. Energy-efficient design with 120W power rating.","The Samsung 55"" QLED TV is a professional-grade Appliances designed for maximum efficiency and performance. This Samsung product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 120W,Energy Rating: A,Efficiency: Medium,Brand: Samsung,Category: Appliances,Model: sample_16,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Samsung%2055%22%20QLED%20TV
sample_17,"LG 65"" OLED TV",ETL-SAMPLE_17,150,Appliances,LG,150W,sample_17,A,Medium,"Professional Appliances - LG LG 65"" OLED TV. Energy-efficient design with 150W power rating.","The LG 65"" OLED TV is a professional-grade Appliances designed for maximum efficiency and performance. This LG product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 150W,Energy Rating: A,Efficiency: Medium,Brand: LG,Category: Appliances,Model: sample_17,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=LG%2065%22%20OLED%20TV
sample_18,"Sony 75"" 4K TV",ETL-SAMPLE_18,180,Appliances,Sony,180W,sample_18,A,Medium,"Professional Appliances - Sony Sony 75"" 4K TV. Energy-efficient design with 180W power rating.","The Sony 75"" 4K TV is a professional-grade Appliances designed for maximum efficiency and performance. This Sony product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 180W,Energy Rating: A,Efficiency: Medium,Brand: Sony,Category: Appliances,Model: sample_18,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Sony%2075%22%204K%20TV
sample_19,Panasonic Microwave,ETL-SAMPLE_19,1200,Appliances,Panasonic,1200W,sample_19,A,Medium,Professional Appliances - Panasonic Panasonic Microwave. Energy-efficient design with 1200W power rating.,"The Panasonic Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Panasonic product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1200W,Energy Rating: A,Efficiency: Medium,Brand: Panasonic,Category: Appliances,Model: sample_19,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Panasonic%20Microwave
sample_20,Sharp Microwave,ETL-SAMPLE_20,1100,Appliances,Sharp,1100W,sample_20,A,Medium,Professional Appliances - Sharp Sharp Microwave. Energy-efficient design with 1100W power rating.,"The Sharp Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Sharp product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1100W,Energy Rating: A,Efficiency: Medium,Brand: Sharp,Category: Appliances,Model: sample_20,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Sharp%20Microwave
sample_21,Toshiba Microwave,ETL-SAMPLE_21,1000,Appliances,Toshiba,1000W,sample_21,A,Medium,Professional Appliances - Toshiba Toshiba Microwave. Energy-efficient design with 1000W power rating.,"The Toshiba Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Toshiba product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1000W,Energy Rating: A,Efficiency: Medium,Brand: Toshiba,Category: Appliances,Model: sample_21,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Toshiba%20Microwave
sample_22,GE Microwave,ETL-SAMPLE_22,1200,Appliances,GE,1200W,sample_22,A,Medium,Professional Appliances - GE GE Microwave. Energy-efficient design with 1200W power rating.,"The GE Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This GE product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1200W,Energy Rating: A,Efficiency: Medium,Brand: GE,Category: Appliances,Model: sample_22,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=GE%20Microwave
sample_23,Whirlpool Microwave,ETL-SAMPLE_23,1100,Appliances,Whirlpool,1100W,sample_23,A,Medium,Professional Appliances - Whirlpool Whirlpool Microwave. Energy-efficient design with 1100W power rating.,"The Whirlpool Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Whirlpool product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1100W,Energy Rating: A,Efficiency: Medium,Brand: Whirlpool,Category: Appliances,Model: sample_23,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Whirlpool%20Microwave
sample_24,KitchenAid Microwave,ETL-SAMPLE_24,1000,Appliances,KitchenAid,1000W,sample_24,A,Medium,Professional Appliances - KitchenAid KitchenAid Microwave. Energy-efficient design with 1000W power rating.,"The KitchenAid Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This KitchenAid product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1000W,Energy Rating: A,Efficiency: Medium,Brand: KitchenAid,Category: Appliances,Model: sample_24,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=KitchenAid%20Microwave
sample_25,Maytag Microwave,ETL-SAMPLE_25,1200,Appliances,Maytag,1200W,sample_25,A,Medium,Professional Appliances - Maytag Maytag Microwave. Energy-efficient design with 1200W power rating.,"The Maytag Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Maytag product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1200W,Energy Rating: A,Efficiency: Medium,Brand: Maytag,Category: Appliances,Model: sample_25,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Maytag%20Microwave
sample_26,Frigidaire Microwave,ETL-SAMPLE_26,1100,Appliances,Frigidaire,1100W,sample_26,A,Medium,Professional Appliances - Frigidaire Frigidaire Microwave. Energy-efficient design with 1100W power rating.,"The Frigidaire Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Frigidaire product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1100W,Energy Rating: A,Efficiency: Medium,Brand: Frigidaire,Category: Appliances,Model: sample_26,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Frigidaire%20Microwave
sample_27,Amana Microwave,ETL-SAMPLE_27,1000,Appliances,Amana,1000W,sample_27,A,Medium,Professional Appliances - Amana Amana Microwave. Energy-efficient design with 1000W power rating.,"The Amana Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Amana product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1000W,Energy Rating: A,Efficiency: Medium,Brand: Amana,Category: Appliances,Model: sample_27,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Amana%20Microwave
sample_28,Haier Microwave,ETL-SAMPLE_28,1200,Appliances,Haier,1200W,sample_28,A,Medium,Professional Appliances - Haier Haier Microwave. Energy-efficient design with 1200W power rating.,"The Haier Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Haier product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1200W,Energy Rating: A,Efficiency: Medium,Brand: Haier,Category: Appliances,Model: sample_28,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Haier%20Microwave
sample_29,Hisense Microwave,ETL-SAMPLE_29,1100,Appliances,Hisense,1100W,sample_29,A,Medium,Professional Appliances - Hisense Hisense Microwave. Energy-efficient design with 1100W power rating.,"The Hisense Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Hisense product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1100W,Energy Rating: A,Efficiency: Medium,Brand: Hisense,Category: Appliances,Model: sample_29,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Hisense%20Microwave
sample_30,TCL Microwave,ETL-SAMPLE_30,1000,Appliances,TCL,1000W,sample_30,A,Medium,Professional Appliances - TCL TCL Microwave. Energy-efficient design with 1000W power rating.,"The TCL Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This TCL product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1000W,Energy Rating: A,Efficiency: Medium,Brand: TCL,Category: Appliances,Model: sample_30,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=TCL%20Microwave
sample_31,Vizio Microwave,ETL-SAMPLE_31,1200,Appliances,Vizio,1200W,sample_31,A,Medium,Professional Appliances - Vizio Vizio Microwave. Energy-efficient design with 1200W power rating.,"The Vizio Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Vizio product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1200W,Energy Rating: A,Efficiency: Medium,Brand: Vizio,Category: Appliances,Model: sample_31,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Vizio%20Microwave
sample_32,Insignia Microwave,ETL-SAMPLE_32,1100,Appliances,Insignia,1100W,sample_32,A,Medium,Professional Appliances - Insignia Insignia Microwave. Energy-efficient design with 1100W power rating.,"The Insignia Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Insignia product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1100W,Energy Rating: A,Efficiency: Medium,Brand: Insignia,Category: Appliances,Model: sample_32,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Insignia%20Microwave
sample_33,Onn Microwave,ETL-SAMPLE_33,1000,Appliances,Onn,1000W,sample_33,A,Medium,Professional Appliances - Onn Onn Microwave. Energy-efficient design with 1000W power rating.,"The Onn Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Onn product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1000W,Energy Rating: A,Efficiency: Medium,Brand: Onn,Category: Appliances,Model: sample_33,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Onn%20Microwave
sample_34,RCA Microwave,ETL-SAMPLE_34,1200,Appliances,RCA,1200W,sample_34,A,Medium,Professional Appliances - RCA RCA Microwave. Energy-efficient design with 1200W power rating.,"The RCA Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This RCA product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1200W,Energy Rating: A,Efficiency: Medium,Brand: RCA,Category: Appliances,Model: sample_34,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=RCA%20Microwave
sample_35,JVC Microwave,ETL-SAMPLE_35,1100,Appliances,JVC,1100W,sample_35,A,Medium,Professional Appliances - JVC JVC Microwave. Energy-efficient design with 1100W power rating.,"The JVC Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This JVC product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1100W,Energy Rating: A,Efficiency: Medium,Brand: JVC,Category: Appliances,Model: sample_35,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=JVC%20Microwave
sample_36,Pioneer Microwave,ETL-SAMPLE_36,1000,Appliances,Pioneer,1000W,sample_36,A,Medium,Professional Appliances - Pioneer Pioneer Microwave. Energy-efficient design with 1000W power rating.,"The Pioneer Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Pioneer product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1000W,Energy Rating: A,Efficiency: Medium,Brand: Pioneer,Category: Appliances,Model: sample_36,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Pioneer%20Microwave
sample_37,Yamaha Microwave,ETL-SAMPLE_37,1200,Appliances,Yamaha,1200W,sample_37,A,Medium,Professional Appliances - Yamaha Yamaha Microwave. Energy-efficient design with 1200W power rating.,"The Yamaha Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Yamaha product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1200W,Energy Rating: A,Efficiency: Medium,Brand: Yamaha,Category: Appliances,Model: sample_37,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Yamaha%20Microwave
sample_38,Denon Microwave,ETL-SAMPLE_38,1100,Appliances,Denon,1100W,sample_38,A,Medium,Professional Appliances - Denon Denon Microwave. Energy-efficient design with 1100W power rating.,"The Denon Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Denon product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1100W,Energy Rating: A,Efficiency: Medium,Brand: Denon,Category: Appliances,Model: sample_38,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Denon%20Microwave
sample_39,Marantz Microwave,ETL-SAMPLE_39,1000,Appliances,Marantz,1000W,sample_39,A,Medium,Professional Appliances - Marantz Marantz Microwave. Energy-efficient design with 1000W power rating.,"The Marantz Microwave is a professional-grade Appliances designed for maximum efficiency and performance. This Marantz product delivers exceptional performance while maintaining low operating costs. Features include advanced technology, intelligent controls, and comprehensive safety systems. Perfect for both commercial and residential applications requiring reliable, efficient operation. Energy rating: A, Efficiency: Medium.",Power Rating: 1000W,Energy Rating: A,Efficiency: Medium,Brand: Marantz,Category: Appliances,Model: sample_39,Professional installation recommended,Comprehensive warranty included,https://via.placeholder.com/600x400/2d7a5f/ffffff?text=Marantz%20Microwave
